station_id,station_name,station_code,latitude,longitude,timezone,city_id
917,Verdun,StopPoint:OCECar TER-87175778,49.165441,5.379672,Europe/Paris,7546
918,Verdun,StopPoint:OCETrain TER-87175778,49.165441,5.379672,Europe/Paris,7546
919,Étain,StopArea:OCE87175794,49.207491,5.639808,Europe/Paris,7859
920,Étain,StopPoint:OCECar TER-87175794,49.207491,5.639808,Europe/Paris,7859
921,Étain,StopPoint:OCETrain TER-87175794,49.207491,5.639808,Europe/Paris,7859
922,Pagny-sur-Meuse,StopArea:OCE87175828,48.696582,5.733632,Europe/Paris,6051
923,Pagny-sur-Meuse,StopPoint:OCECar TER-87175828,48.696582,5.733632,Europe/Paris,6051
924,Pagny-sur-Meuse,StopPoint:OCETrain TER-87175828,48.696582,5.733632,Europe/Paris,6051
925,Gourdan-Polignan Lycée,StopArea:OCE87176974,43.076553,0.58441,Europe/Paris,4303
926,Gourdan-Polignan Lycée,StopPoint:OCECar TER-87176974,43.076553,0.58441,Europe/Paris,4303
927,Laissac Place du Foiral,StopArea:OCE87177170,44.382444,2.821614,Europe/Paris,4867
928,Laissac Place du Foiral,StopPoint:OCECar TER-87177170,44.382444,2.821614,Europe/Paris,4867
929,Communay,StopArea:OCE87177360,45.605889,4.8489,Europe/Paris,3698
930,Communay,StopPoint:OCECar TER-87177360,45.605889,4.8489,Europe/Paris,3698
931,Ternay Barbières,StopArea:OCE87177576,45.596952,4.799659,Europe/Paris,7304
932,Ternay Barbières,StopPoint:OCECar TER-87177576,45.596952,4.799659,Europe/Paris,7304
933,Saint-Louis la Chaussée,StopArea:OCE87181016,47.60951,7.531278,Europe/Paris,6766
934,Saint-Louis la Chaussée,StopPoint:OCETrain TER-87181016,47.60951,7.531278,Europe/Paris,6766
935,Flaxlanden,StopArea:OCE87181040,47.698692,7.30447,Europe/Paris,4114
936,Flaxlanden,StopPoint:OCETrain TER-87181040,47.698692,7.30447,Europe/Paris,4114
937,Walheim,StopArea:OCE87181065,47.641641,7.26332,Europe/Paris,7765
938,Walheim,StopPoint:OCETrain TER-87181065,47.641641,7.26332,Europe/Paris,7765
939,Graffenwald,StopArea:OCE87181131,47.780823,7.224791,Europe/Paris,4316
940,Graffenwald,StopPoint:OCECar TER-87181131,47.780823,7.224791,Europe/Paris,4316
941,Graffenwald,StopPoint:OCETrain TER-87181131,47.780823,7.224791,Europe/Paris,4316
942,Graffenwald,StopPoint:OCETramTrain-87181131,47.780823,7.224791,Europe/Paris,4316
943,Colmar Saint-Joseph,StopArea:OCE87181222,48.081731,7.345283,Europe/Paris,3684
944,Colmar Saint-Joseph,StopPoint:OCETrain TER-87181222,48.081731,7.345283,Europe/Paris,3684
945,Vieux-Thann Zone Industrielle,StopArea:OCE87181289,47.80194,7.133222,Europe/Paris,7620
946,Vieux-Thann Zone Industrielle,StopPoint:OCETrain TER-87181289,47.80194,7.133222,Europe/Paris,7620
947,Vieux-Thann Zone Industrielle,StopPoint:OCETramTrain-87181289,47.80194,7.133222,Europe/Paris,7620
948,Saint-Gilles Lycée Haut-Rhin,StopArea:OCE87181552,48.075853,7.260979,Europe/Paris,6705
949,Saint-Gilles Lycée Haut-Rhin,StopPoint:OCECar TER-87181552,48.075853,7.260979,Europe/Paris,6705
950,Saint-Gilles Lycée Haut-Rhin,StopPoint:OCETrain TER-87181552,48.075853,7.260979,Europe/Paris,6705
951,Colmar,StopArea:OCE87182014,48.073527,7.347756,Europe/Paris,3682
952,Colmar,StopPoint:OCECar TER-87182014,48.073527,7.347756,Europe/Paris,3682
953,Colmar,StopPoint:OCETGV INOUI-87182014,48.073527,7.347756,Europe/Paris,3682
954,Colmar,StopPoint:OCETrain TER-87182014,48.073527,7.347756,Europe/Paris,3682
955,Mulhouse Dornach,StopArea:OCE87182055,47.746987,7.308543,Europe/Paris,5804
956,Mulhouse Dornach,StopPoint:OCETrain TER-87182055,47.746987,7.308543,Europe/Paris,5804
957,Mulhouse,StopArea:OCE87182063,47.742691,7.34316,Europe/Paris,5803
958,Mulhouse,StopPoint:OCECar TER-87182063,47.742691,7.34316,Europe/Paris,5803
959,Mulhouse,StopPoint:OCEICE-87182063,47.742691,7.34316,Europe/Paris,5803
960,Mulhouse,StopPoint:OCELyria-87182063,47.742691,7.34316,Europe/Paris,5803
961,Mulhouse,StopPoint:OCETGV INOUI-87182063,47.742691,7.34316,Europe/Paris,5803
962,Mulhouse,StopPoint:OCETrain TER-87182063,47.742691,7.34316,Europe/Paris,5803
963,Rixheim,StopArea:OCE87182071,47.748695,7.406144,Europe/Paris,6433
964,Rixheim,StopPoint:OCETrain TER-87182071,47.748695,7.406144,Europe/Paris,6433
965,Habsheim,StopArea:OCE87182089,47.737689,7.418008,Europe/Paris,4388
966,Habsheim,StopPoint:OCECar TER-87182089,47.737689,7.418008,Europe/Paris,4388
967,Habsheim,StopPoint:OCETrain TER-87182089,47.737689,7.418008,Europe/Paris,4388
968,Sierentz,StopArea:OCE87182105,47.65589,7.459332,Europe/Paris,7165
969,Sierentz,StopPoint:OCETrain TER-87182105,47.65589,7.459332,Europe/Paris,7165
970,Bartenheim,StopArea:OCE87182113,47.634931,7.487256,Europe/Paris,2919
971,Bartenheim,StopPoint:OCETrain TER-87182113,47.634931,7.487256,Europe/Paris,2919
972,Saint-Louis,StopArea:OCE87182139,47.590609,7.555988,Europe/Paris,6764
973,Saint-Louis,StopPoint:OCECar TER-87182139,47.590609,7.555988,Europe/Paris,6764
974,Saint-Louis,StopPoint:OCETrain TER-87182139,47.590609,7.555988,Europe/Paris,6764
975,Zillisheim,StopArea:OCE87182196,47.694314,7.294144,Europe/Paris,7827
976,Zillisheim,StopPoint:OCETrain TER-87182196,47.694314,7.294144,Europe/Paris,7827
977,Illfurth,StopArea:OCE87182204,47.676432,7.268571,Europe/Paris,4493
978,Illfurth,StopPoint:OCETrain TER-87182204,47.676432,7.268571,Europe/Paris,4493
979,Altkirch,StopArea:OCE87182238,47.627017,7.23905,Europe/Paris,2644
980,Altkirch,StopPoint:OCECar TER-87182238,47.627017,7.23905,Europe/Paris,2644
981,Altkirch,StopPoint:OCETrain TER-87182238,47.627017,7.23905,Europe/Paris,2644
982,Dannemarie,StopArea:OCE87182253,47.627743,7.124828,Europe/Paris,3841
983,Dannemarie,StopPoint:OCECar TER-87182253,47.627743,7.124828,Europe/Paris,3841
984,Dannemarie,StopPoint:OCETrain TER-87182253,47.627743,7.124828,Europe/Paris,3841
985,Herrlisheim-près-Colmar,StopArea:OCE87182329,48.016572,7.320888,Europe/Paris,4442
986,Herrlisheim-près-Colmar,StopPoint:OCECar TER-87182329,48.016572,7.320888,Europe/Paris,4442
987,Herrlisheim-près-Colmar,StopPoint:OCETrain TER-87182329,48.016572,7.320888,Europe/Paris,4442
988,Rouffach,StopArea:OCE87182337,47.960188,7.312529,Europe/Paris,6498
989,Rouffach,StopPoint:OCECar TER-87182337,47.960188,7.312529,Europe/Paris,6498
990,Rouffach,StopPoint:OCETrain TER-87182337,47.960188,7.312529,Europe/Paris,6498
991,Logelbach,StopArea:OCE87182345,48.087296,7.321087,Europe/Paris,5228
992,Logelbach,StopPoint:OCETrain TER-87182345,48.087296,7.321087,Europe/Paris,5228
993,Turckheim,StopArea:OCE87182352,48.085629,7.279466,Europe/Paris,7431
994,Turckheim,StopPoint:OCETrain TER-87182352,48.085629,7.279466,Europe/Paris,7431
995,Walbach - La Forge,StopArea:OCE87182360,48.058153,7.233593,Europe/Paris,7761
996,Walbach - La Forge,StopPoint:OCETrain TER-87182360,48.058153,7.233593,Europe/Paris,7761
997,Wihr-au-Val - Soultzbach,StopArea:OCE87182378,48.046052,7.209535,Europe/Paris,7785
998,Wihr-au-Val - Soultzbach,StopPoint:OCETrain TER-87182378,48.046052,7.209535,Europe/Paris,7785
999,Gunsbach - Griesbach,StopArea:OCE87182386,48.041544,7.174437,Europe/Paris,4376
1000,Gunsbach - Griesbach,StopPoint:OCETrain TER-87182386,48.041544,7.174437,Europe/Paris,4376
1001,Munster,StopArea:OCE87182394,48.038621,7.133568,Europe/Paris,5817
1002,Munster,StopPoint:OCECar TER-87182394,48.038621,7.133568,Europe/Paris,5817
1003,Munster,StopPoint:OCETrain TER-87182394,48.038621,7.133568,Europe/Paris,5817
1004,Ranspach,StopArea:OCE87182402,47.881595,7.012318,Europe/Paris,6351
1005,Ranspach,StopPoint:OCETrain TER-87182402,47.881595,7.012318,Europe/Paris,6351
1006,Cernay,StopArea:OCE87182410,47.802,7.1737,Europe/Paris,3406
1007,Cernay,StopPoint:OCECar TER-87182410,47.802,7.1737,Europe/Paris,3406
1008,Cernay,StopPoint:OCETrain TER-87182410,47.802,7.1737,Europe/Paris,3406
1009,Cernay,StopPoint:OCETramTrain-87182410,47.802,7.1737,Europe/Paris,3406
1010,Luttenbach-près-Munster,StopArea:OCE87182543,48.035463,7.11906,Europe/Paris,5324
1011,Luttenbach-près-Munster,StopPoint:OCETrain TER-87182543,48.035463,7.11906,Europe/Paris,5324
1012,Vieux-Thann,StopArea:OCE87182550,47.805879,7.119465,Europe/Paris,7618
1013,Vieux-Thann,StopPoint:OCETrain TER-87182550,47.805879,7.119465,Europe/Paris,7618
1014,Vieux-Thann,StopPoint:OCETramTrain-87182550,47.805879,7.119465,Europe/Paris,7618
1015,Thann,StopArea:OCE87182568,47.808795,7.106998,Europe/Paris,7315
1016,Thann,StopPoint:OCECar TER-87182568,47.808795,7.106998,Europe/Paris,7315
1017,Thann,StopPoint:OCETrain TER-87182568,47.808795,7.106998,Europe/Paris,7315
1018,Thann,StopPoint:OCETramTrain-87182568,47.808795,7.106998,Europe/Paris,7315
1019,Bitschwiller-lès-Thann,StopArea:OCE87182576,47.827372,7.078514,Europe/Paris,3077
1020,Bitschwiller-lès-Thann,StopPoint:OCETrain TER-87182576,47.827372,7.078514,Europe/Paris,3077
1021,Willer-sur-Thur,StopArea:OCE87182584,47.842623,7.069281,Europe/Paris,7788
1022,Willer-sur-Thur,StopPoint:OCETrain TER-87182584,47.842623,7.069281,Europe/Paris,7788
1023,Moosch,StopArea:OCE87182592,47.861087,7.050554,Europe/Paris,5749
1024,Moosch,StopPoint:OCETrain TER-87182592,47.861087,7.050554,Europe/Paris,5749
1025,Saint-Amarin,StopArea:OCE87182600,47.873042,7.028656,Europe/Paris,6574
1026,Saint-Amarin,StopPoint:OCETrain TER-87182600,47.873042,7.028656,Europe/Paris,6574
1027,Wesserling,StopArea:OCE87182618,47.889694,6.997559,Europe/Paris,7781
1028,Wesserling,StopPoint:OCECar TER-87182618,47.889694,6.997559,Europe/Paris,7781
1029,Wesserling,StopPoint:OCETrain TER-87182618,47.889694,6.997559,Europe/Paris,7781
1030,Fellering,StopArea:OCE87182626,47.897589,6.987135,Europe/Paris,4094
1031,Fellering,StopPoint:OCETrain TER-87182626,47.897589,6.987135,Europe/Paris,4094
1032,Oderen,StopArea:OCE87182634,47.910485,6.97373,Europe/Paris,5994
1033,Oderen,StopPoint:OCETrain TER-87182634,47.910485,6.97373,Europe/Paris,5994
1034,Kruth,StopArea:OCE87182642,47.92396,6.969094,Europe/Paris,4602
1035,Kruth,StopPoint:OCECar TER-87182642,47.92396,6.969094,Europe/Paris,4602
1036,Kruth,StopPoint:OCETrain TER-87182642,47.92396,6.969094,Europe/Paris,4602
1037,Breitenbach,StopArea:OCE87182659,48.028533,7.104052,Europe/Paris,3221
1038,Breitenbach,StopPoint:OCETrain TER-87182659,48.028533,7.104052,Europe/Paris,3221
1039,Lutterbach,StopArea:OCE87182667,47.758214,7.276994,Europe/Paris,5325
1040,Lutterbach,StopPoint:OCECar TER-87182667,47.758214,7.276994,Europe/Paris,5325
1041,Lutterbach,StopPoint:OCETrain TER-87182667,47.758214,7.276994,Europe/Paris,5325
1042,Staffelfelden,StopArea:OCE87182691,47.827618,7.265018,Europe/Paris,7213
1043,Staffelfelden,StopPoint:OCETrain TER-87182691,47.827618,7.265018,Europe/Paris,7213
1044,Bollwiller,StopArea:OCE87182709,47.856969,7.26718,Europe/Paris,3115
1045,Bollwiller,StopPoint:OCETrain TER-87182709,47.856969,7.26718,Europe/Paris,3115
1046,Raedersheim,StopArea:OCE87182717,47.886906,7.284047,Europe/Paris,6341
1047,Raedersheim,StopPoint:OCECar TER-87182717,47.886906,7.284047,Europe/Paris,6341
1048,Raedersheim,StopPoint:OCETrain TER-87182717,47.886906,7.284047,Europe/Paris,6341
1049,Merxheim,StopArea:OCE87182725,47.913189,7.302333,Europe/Paris,5543
1050,Merxheim,StopPoint:OCECar TER-87182725,47.913189,7.302333,Europe/Paris,5543
1051,Merxheim,StopPoint:OCETrain TER-87182725,47.913189,7.302333,Europe/Paris,5543
1052,Muhlbach-sur-Munster,StopArea:OCE87182733,48.024586,7.087727,Europe/Paris,5800
1053,Muhlbach-sur-Munster,StopPoint:OCETrain TER-87182733,48.024586,7.087727,Europe/Paris,5800
1054,Metzeral,StopArea:OCE87182816,48.01333,7.073338,Europe/Paris,5554
1055,Metzeral,StopPoint:OCECar TER-87182816,48.01333,7.073338,Europe/Paris,5554
1056,Metzeral,StopPoint:OCETrain TER-87182816,48.01333,7.073338,Europe/Paris,5554
1057,Bantzenheim,StopArea:OCE87182840,47.811132,7.503976,Europe/Paris,2894
1058,Bantzenheim,StopPoint:OCECar TER-87182840,47.811132,7.503976,Europe/Paris,2894
1059,Bantzenheim,StopPoint:OCETrain TER-87182840,47.811132,7.503976,Europe/Paris,2894
1060,Thann Saint-Jacques,StopArea:OCE87182881,47.813316,7.093847,Europe/Paris,7318
1061,Thann Saint-Jacques,StopPoint:OCECar TER-87182881,47.813316,7.093847,Europe/Paris,7318
1062,Thann Saint-Jacques,StopPoint:OCETrain TER-87182881,47.813316,7.093847,Europe/Paris,7318
1063,Thann Saint-Jacques,StopPoint:OCETramTrain-87182881,47.813316,7.093847,Europe/Paris,7318
1064,Belfort-Ville,StopArea:OCE87184002,47.633278,6.854053,Europe/Paris,2974
1065,Belfort-Ville,StopPoint:OCECar TER-87184002,47.633278,6.854053,Europe/Paris,2974
1066,Belfort-Ville,StopPoint:OCETrain TER-87184002,47.633278,6.854053,Europe/Paris,2974
1067,Bas Évette,StopArea:OCE87184200,47.681084,6.806922,Europe/Paris,2923
1068,Bas Évette,StopPoint:OCECar TER-87184200,47.681084,6.806922,Europe/Paris,2923
1069,Bas Évette,StopPoint:OCETrain TER-87184200,47.681084,6.806922,Europe/Paris,2923
1070,Trois Chênes,StopArea:OCE87184242,47.64809,6.846113,Europe/Paris,7407
1071,Trois Chênes,StopPoint:OCECar TER-87184242,47.64809,6.846113,Europe/Paris,7407
1072,Trois Chênes,StopPoint:OCETrain TER-87184242,47.64809,6.846113,Europe/Paris,7407
1073,Petit-Croix,StopArea:OCE87184267,47.610145,6.99467,Europe/Paris,6123
1074,Petit-Croix,StopPoint:OCECar TER-87184267,47.610145,6.99467,Europe/Paris,6123
1075,Petit-Croix,StopPoint:OCETrain TER-87184267,47.610145,6.99467,Europe/Paris,6123
1076,Montreux-Vieux,StopArea:OCE87184275,47.61792,7.025505,Europe/Paris,5731
1077,Montreux-Vieux,StopPoint:OCECar TER-87184275,47.61792,7.025505,Europe/Paris,5731
1078,Montreux-Vieux,StopPoint:OCETrain TER-87184275,47.61792,7.025505,Europe/Paris,5731
1079,Méroux,StopArea:OCE87184408,47.58602,6.89844,Europe/Paris,5838
1080,Méroux,StopPoint:OCETrain TER-87184408,47.58602,6.89844,Europe/Paris,5838
1081,Morvillars,StopArea:OCE87184424,47.549732,6.935408,Europe/Paris,5772
1082,Morvillars,StopPoint:OCETrain TER-87184424,47.549732,6.935408,Europe/Paris,5772
1083,Grandvillars,StopArea:OCE87184432,47.53763,6.9785,Europe/Paris,4325
1084,Grandvillars,StopPoint:OCETrain TER-87184432,47.53763,6.9785,Europe/Paris,4325
1085,Delle,StopArea:OCE87184440,47.50593,7.00962,Europe/Paris,3858
1086,Delle,StopPoint:OCETrain TER-87184440,47.50593,7.00962,Europe/Paris,3858
1087,Héricourt,StopArea:OCE87184507,47.572971,6.769388,Europe/Paris,4484
1088,Héricourt,StopPoint:OCETrain TER-87184507,47.572971,6.769388,Europe/Paris,4484
1089,Montbéliard,StopArea:OCE87184523,47.51055,6.801336,Europe/Paris,5658
1090,Montbéliard,StopPoint:OCETrain TER-87184523,47.51055,6.801336,Europe/Paris,5658
1091,Voujeaucourt,StopArea:OCE87184531,47.478973,6.769967,Europe/Paris,7741
1092,Voujeaucourt,StopPoint:OCETrain TER-87184531,47.478973,6.769967,Europe/Paris,7741
1093,Colombier-Fontaine,StopArea:OCE87184556,47.455445,6.689097,Europe/Paris,3688
1094,Colombier-Fontaine,StopPoint:OCETrain TER-87184556,47.455445,6.689097,Europe/Paris,3688
1095,L'Isle-sur-le-Doubs,StopArea:OCE87184572,47.447378,6.581261,Europe/Paris,4629
1096,L'Isle-sur-le-Doubs,StopPoint:OCETrain TER-87184572,47.447378,6.581261,Europe/Paris,4629
1097,Clerval,StopArea:OCE87184622,47.396601,6.492282,Europe/Paris,3660
1098,Clerval,StopPoint:OCETrain TER-87184622,47.396601,6.492282,Europe/Paris,3660
1099,Vesoul,StopArea:OCE87185009,47.61781,6.151821,Europe/Paris,7592
1100,Vesoul,StopPoint:OCECar TER-87185009,47.61781,6.151821,Europe/Paris,7592
1101,Vesoul,StopPoint:OCETrain TER-87185009,47.61781,6.151821,Europe/Paris,7592
1102,Lure,StopArea:OCE87185249,47.683274,6.492563,Europe/Paris,5312
1103,Lure,StopPoint:OCECar TER-87185249,47.683274,6.492563,Europe/Paris,5312
1104,Lure,StopPoint:OCETrain TER-87185249,47.683274,6.492563,Europe/Paris,5312
1105,Ronchamp,StopArea:OCE87185314,47.699045,6.623385,Europe/Paris,6471
1106,Ronchamp,StopPoint:OCECar TER-87185314,47.699045,6.623385,Europe/Paris,6471
1107,Ronchamp,StopPoint:OCETrain TER-87185314,47.699045,6.623385,Europe/Paris,6471
1108,Saint-Loup-sur-Semouse,StopArea:OCE87185330,47.885625,6.275672,Europe/Paris,6767
1109,Saint-Loup-sur-Semouse,StopPoint:OCECar TER-87185330,47.885625,6.275672,Europe/Paris,6767
1110,Champagney,StopArea:OCE87185348,47.703031,6.701165,Europe/Paris,3465
1111,Champagney,StopPoint:OCECar TER-87185348,47.703031,6.701165,Europe/Paris,3465
1112,Champagney,StopPoint:OCETrain TER-87185348,47.703031,6.701165,Europe/Paris,3465
1113,Luxeuil-les-Bains,StopArea:OCE87185595,47.814918,6.372671,Europe/Paris,5333
1114,Luxeuil-les-Bains,StopPoint:OCECar TER-87185595,47.814918,6.372671,Europe/Paris,5333
1115,Luxeuil-les-Bains,StopPoint:OCETrain TER-87185595,47.814918,6.372671,Europe/Paris,5333
1116,Aillevillers,StopArea:OCE87185629,47.91389,6.33736,Europe/Paris,2598
1117,Aillevillers,StopPoint:OCECar TER-87185629,47.91389,6.33736,Europe/Paris,2598
1118,Aillevillers,StopPoint:OCETrain TER-87185629,47.91389,6.33736,Europe/Paris,2598
1119,Bâle Saint-Jean,StopArea:OCE87187930,47.57031,7.572745,Europe/Paris,3306
1120,Bâle Saint-Jean,StopPoint:OCETrain TER-87187930,47.57031,7.572745,Europe/Paris,3306
1121,Loupershouse centre,StopArea:OCE87190801,49.080859,6.914367,Europe/Paris,5275
1122,Loupershouse centre,StopPoint:OCECar TER-87190801,49.080859,6.914367,Europe/Paris,5275
1123,Thionville,StopArea:OCE87191007,49.353965,6.168582,Europe/Paris,7332
1124,Thionville,StopPoint:OCECar TER-87191007,49.353965,6.168582,Europe/Paris,7332
1125,Thionville,StopPoint:OCETGV INOUI-87191007,49.353965,6.168582,Europe/Paris,7332
1126,Thionville,StopPoint:OCETrain TER-87191007,49.353965,6.168582,Europe/Paris,7332
1127,Walygator parc,StopArea:OCE87191098,49.22492,6.15946,Europe/Paris,7768
1128,Walygator parc,StopPoint:OCECar TER-87191098,49.22492,6.15946,Europe/Paris,7768
1129,Walygator parc,StopPoint:OCETrain TER-87191098,49.22492,6.15946,Europe/Paris,7768
1130,Maizières-lès-Metz,StopArea:OCE87191106,49.215536,6.158727,Europe/Paris,5393
1131,Maizières-lès-Metz,StopPoint:OCECar TER-87191106,49.215536,6.158727,Europe/Paris,5393
1132,Maizières-lès-Metz,StopPoint:OCETrain TER-87191106,49.215536,6.158727,Europe/Paris,5393
1133,Hagondange,StopArea:OCE87191114,49.25356,6.16448,Europe/Paris,4391
1134,Hagondange,StopPoint:OCECar TER-87191114,49.25356,6.16448,Europe/Paris,4391
1135,Hagondange,StopPoint:OCETrain TER-87191114,49.25356,6.16448,Europe/Paris,4391
1136,Uckange,StopArea:OCE87191130,49.303459,6.1566,Europe/Paris,7436
1137,Uckange,StopPoint:OCECar TER-87191130,49.303459,6.1566,Europe/Paris,7436
1138,Uckange,StopPoint:OCETrain TER-87191130,49.303459,6.1566,Europe/Paris,7436
1139,Hettange-Grande,StopArea:OCE87191163,49.407685,6.156759,Europe/Paris,4449
1140,Hettange-Grande,StopPoint:OCECar TER-87191163,49.407685,6.156759,Europe/Paris,4449
1141,Hettange-Grande,StopPoint:OCETrain TER-87191163,49.407685,6.156759,Europe/Paris,4449
1142,Hayange,StopArea:OCE87191239,49.330408,6.073125,Europe/Paris,4416
1143,Hayange,StopPoint:OCECar TER-87191239,49.330408,6.073125,Europe/Paris,4416
1144,Hayange,StopPoint:OCETrain TER-87191239,49.330408,6.073125,Europe/Paris,4416
1145,Metzeresche Fontaine,StopArea:OCE87191296,49.299185,6.304945,Europe/Paris,5555
1146,Metzeresche Fontaine,StopPoint:OCECar TER-87191296,49.299185,6.304945,Europe/Paris,5555
1147,Yutz Poitiers,StopArea:OCE87191304,49.361354,6.209395,Europe/Paris,7822
1148,Yutz Poitiers,StopPoint:OCECar TER-87191304,49.361354,6.209395,Europe/Paris,7822
1149,Kédange Gare,StopArea:OCE87191346,49.305855,6.332512,Europe/Paris,4608
1150,Kédange Gare,StopPoint:OCECar TER-87191346,49.305855,6.332512,Europe/Paris,4608
1151,Anzeling,StopArea:OCE87191387,49.262072,6.460265,Europe/Paris,2706
1152,Anzeling,StopPoint:OCECar TER-87191387,49.262072,6.460265,Europe/Paris,2706
1153,Freistroff Passage À Niveau,StopArea:OCE87191395,49.278361,6.492212,Europe/Paris,4180
1154,Freistroff Passage À Niveau,StopPoint:OCECar TER-87191395,49.278361,6.492212,Europe/Paris,4180
1155,Aboncourt Mairie,StopArea:OCE87191403,49.261076,6.346603,Europe/Paris,2568
1156,Aboncourt Mairie,StopPoint:OCECar TER-87191403,49.261076,6.346603,Europe/Paris,2568
1157,Remelfang Giratoire,StopArea:OCE87191411,49.27212,6.504478,Europe/Paris,6379
1158,Remelfang Giratoire,StopPoint:OCECar TER-87191411,49.27212,6.504478,Europe/Paris,6379
1159,Basse-Ham,StopArea:OCE87191601,49.380546,6.234873,Europe/Paris,2928
1160,Basse-Ham,StopPoint:OCETrain TER-87191601,49.380546,6.234873,Europe/Paris,2928
1161,Koenigsmacker,StopArea:OCE87191619,49.396554,6.27355,Europe/Paris,4595
1162,Koenigsmacker,StopPoint:OCETrain TER-87191619,49.396554,6.27355,Europe/Paris,4595
1163,Malling,StopArea:OCE87191627,49.42152,6.302207,Europe/Paris,5398
1164,Malling,StopPoint:OCETrain TER-87191627,49.42152,6.302207,Europe/Paris,5398
1165,Sierck-les-Bains,StopArea:OCE87191635,49.443997,6.350114,Europe/Paris,7163
1166,Sierck-les-Bains,StopPoint:OCETrain TER-87191635,49.443997,6.350114,Europe/Paris,7163
1167,Apach,StopArea:OCE87191643,49.458963,6.372365,Europe/Paris,2710
1168,Apach,StopPoint:OCETrain TER-87191643,49.458963,6.372365,Europe/Paris,2710
1169,Auboué,StopArea:OCE87191684,49.216036,5.971139,Europe/Paris,2784
1170,Auboué,StopPoint:OCETrain TER-87191684,49.216036,5.971139,Europe/Paris,2784
1171,Homécourt,StopArea:OCE87191692,49.218291,5.999031,Europe/Paris,4466
1172,Homécourt,StopPoint:OCECar TER-87191692,49.218291,5.999031,Europe/Paris,4466
1173,Homécourt,StopPoint:OCETrain TER-87191692,49.218291,5.999031,Europe/Paris,4466
1174,Joeuf,StopArea:OCE87191700,49.225008,6.017702,Europe/Paris,4550
1175,Joeuf,StopPoint:OCECar TER-87191700,49.225008,6.017702,Europe/Paris,4550
1176,Joeuf,StopPoint:OCETrain TER-87191700,49.225008,6.017702,Europe/Paris,4550
1177,Moyeuvre-Grande,StopArea:OCE87191718,49.246909,6.043373,Europe/Paris,5796
1178,Moyeuvre-Grande,StopPoint:OCECar TER-87191718,49.246909,6.043373,Europe/Paris,5796
1179,Moyeuvre-Grande,StopPoint:OCETrain TER-87191718,49.246909,6.043373,Europe/Paris,5796
1180,Rombas - Clouange,StopArea:OCE87191734,49.256065,6.099188,Europe/Paris,6461
1181,Rombas - Clouange,StopPoint:OCECar TER-87191734,49.256065,6.099188,Europe/Paris,6461
1182,Rombas - Clouange,StopPoint:OCETrain TER-87191734,49.256065,6.099188,Europe/Paris,6461
1183,Gandrange - Amnéville,StopArea:OCE87191742,49.260943,6.136047,Europe/Paris,4232
1184,Gandrange - Amnéville,StopPoint:OCECar TER-87191742,49.260943,6.136047,Europe/Paris,4232
1185,Gandrange - Amnéville,StopPoint:OCETrain TER-87191742,49.260943,6.136047,Europe/Paris,4232
1186,Metz,StopArea:OCE87192039,49.109466,6.177052,Europe/Paris,5552
1187,Metz,StopPoint:OCECar à réservation-87192039,49.109466,6.177052,Europe/Paris,5552
1188,Metz,StopPoint:OCECar TER-87192039,49.109466,6.177052,Europe/Paris,5552
1189,Metz,StopPoint:OCEOUIGO-87192039,49.109466,6.177052,Europe/Paris,5552
1190,Metz,StopPoint:OCETGV INOUI-87192039,49.109466,6.177052,Europe/Paris,5552
1191,Metz,StopPoint:OCETrain TER-87192039,49.109466,6.177052,Europe/Paris,5552
1192,Metz Nord,StopArea:OCE87192070,49.136865,6.167538,Europe/Paris,5553
1193,Metz Nord,StopPoint:OCETrain TER-87192070,49.136865,6.167538,Europe/Paris,5553
1194,Woippy,StopArea:OCE87192088,49.148797,6.155621,Europe/Paris,7809
1195,Woippy,StopPoint:OCECar TER-87192088,49.148797,6.155621,Europe/Paris,7809
1196,Woippy,StopPoint:OCETrain TER-87192088,49.148797,6.155621,Europe/Paris,7809
1197,Aubecourt Rue Principale,StopArea:OCE87192104,48.995574,6.42892,Europe/Paris,2766
1198,Aubecourt Rue Principale,StopPoint:OCECar TER-87192104,48.995574,6.42892,Europe/Paris,2766
1199,Lucy Rue des Tilleuls,StopArea:OCE87192120,48.9423,6.468053,Europe/Paris,5296
1200,Lucy Rue des Tilleuls,StopPoint:OCECar TER-87192120,48.9423,6.468053,Europe/Paris,5296
1201,Chenois Rue Principale,StopArea:OCE87192138,48.959422,6.499135,Europe/Paris,3565
1202,Chenois Rue Principale,StopPoint:OCECar TER-87192138,48.959422,6.499135,Europe/Paris,3565
1203,Holacourt Rue Principale,StopArea:OCE87192146,48.97262,6.515158,Europe/Paris,4461
1204,Holacourt Rue Principale,StopPoint:OCECar TER-87192146,48.97262,6.515158,Europe/Paris,4461
1205,Arraincourt Rue Principale,StopArea:OCE87192153,48.970807,6.532016,Europe/Paris,2742
1206,Arraincourt Rue Principale,StopPoint:OCECar TER-87192153,48.970807,6.532016,Europe/Paris,2742
1207,Racrange Rue de Morhange,StopArea:OCE87192179,48.925827,6.662393,Europe/Paris,6340
1208,Racrange Rue de Morhange,StopPoint:OCECar TER-87192179,48.925827,6.662393,Europe/Paris,6340
1209,Bermering Eglise,StopArea:OCE87192187,48.93136,6.71041,Europe/Paris,3012
1210,Bermering Eglise,StopPoint:OCECar TER-87192187,48.93136,6.71041,Europe/Paris,3012
