Nom_Gare;Trigramme;Segment(s) DRG;Position géographique;Code commune;Code_UIC;Id_Gare
Creil;CLH;B;49.263757, 2.4692439;60175;87276006;1e8fe944-e772-4f7f-935c-0687baff1d12
Crépieux la Pape;CLP;C;45.8038348, 4.8922918;69286;87723502;55f7773b-e225-4317-b04d-e4a0a0eed1df
Crépy - Couvron;CYU;C;49.6233401, 3.5167165;02238;87296152;75e0b80a-a9f4-4efe-bddd-e9c8bda24875
Crépy-en-Valois;CYV;B;49.231235, 2.8864694;60176;87271593;1100f23c-f2e8-4029-83fb-bddec86a265c
Crest;CRE;C;44.7301546, 5.0160968;26108;87761783;d1e4cbae-c84e-4671-9323-b5a016dee6dc
Créteil Pompadour;CTP;B;48.7715403, 2.4352763;94028;87608802;a794fc83-1bbc-4efd-877f-d2e93749d1e2
Croix - Wasquehal;CRW;C;50.6785574, 3.1380315;59646;87286716;a339819e-5a06-4b8a-a395-08dd7baeadee
Croix du Prince;XDP;C;43.2857104, -0.3791261;64445;87672600;fcb3216c-c925-4977-8204-be415f8f7ee0
Croix L'Allumette;CIX;C;50.6872009, 3.1516591;59163;87281055;3ad1a965-500c-49a6-985e-aa0f4fc34af1
Croix Sainte;XST;C;43.4088317, 5.0196445;13056;87753491;f74274b1-a097-4893-be52-d23114a3d8ab
Cros de Cagnes;CKG;B;43.660465, 7.167111;06027;87756338;d080214c-2826-4ffa-a019-5d158d29b8aa
Crouy;CRU;C;49.4037093, 3.3569138;02243;87271874;e2d1b815-5711-47ca-a6e0-41865d43c0a8
Crouy-sur-Ourcq;CQQ;B;49.091821, 3.063081;77148;87116640;b864be5b-76f0-4df4-982f-b331715bee7d
Cubzac-les-Ponts;KBZ;C;44.9729407, -0.4590937;33143;87491266;c2d1c096-1707-4dd6-b892-1a611e3741f1
Cuers - Pierrefeu;CFU;B;43.2364281, 6.0856855;83049;87755355;a56322ae-7322-4495-81e3-c75cd98ff755
Cugand;KUG;C;47.0582602, -1.253301;85076;87481457;3ad27d6d-50d3-4b75-a600-1b49829435af
Cuinchy;CUH;C;50.5219693, 2.7473533;62262;87342410;d844338c-e7c0-44e2-b0c1-41426ec5625f
Culmont - Chalindrey;CYN;C;47.8100902, 5.4432217;52155;87142125;03069c2f-6cfe-4dab-8714-1e7db789346d
Culoz;CUZ;B;45.843264, 5.778784;01138;87741074;489585a2-0e0d-4a39-b556-d368f8e2df26
Dachstein;DCN;B;48.5428546, 7.5330038;67300;87214551;716cbbb2-893a-4d19-8b8b-642f6d5479b0
Dambach-la-Ville;DMB;C;48.3216345, 7.4355565;67084;87214213;b09b4f80-0f0b-46de-8079-218ed17e6dbc
Damiatte - Saint-Paul;DSP;C;43.6566194, 1.9733585;81078;87615484;edae780c-2dfa-4af4-a30c-b1a0abe12496
Dammartin - Juilly - Saint-Mard;DAM;B;49.03219, 2.69887;77420;87271536;6878ba53-7c7d-416a-bff2-ef25f73e3ab1
Dangé-Saint-Romain;DGE;C;46.9378397, 0.6087754;86092;87575126;9fc404d7-2edb-4fdb-945e-34aee31ce06e
Danjoutin;DGI;C;47.6175, 6.86919;90010;87700146;4798b888-7286-462c-9e48-1648683b166c
Dannemarie;DAN;B;47.6275771, 7.124907;68068;87182253;87407bdc-5eb5-4963-a872-44e450157e78
Dannemarie - Velesmes;DNV;C;47.2038599, 5.8738348;25195;87718312;9cbf70ae-7d0a-49a4-b4b3-bd9f864b0f3f
Dannes - Camiers;DCQ;C;50.5759062, 1.614825;62201;87317081;eb01bf63-f2e3-4e8e-98c7-f22e5b620424
Daours;DAO;C;49.899267, 2.4590533;80036;87315044;111e9dd9-8405-4cb1-951f-9362d22d0a14
Dardilly Le Jubin;DDJ;C;45.815143, 4.7613451;69072;87721449;add45218-26ba-42ea-9789-a4626835be96
Dardilly Les Mouilles;DDY;C;45.7967409, 4.7600288;69072;87721480;d24b3c8d-abef-43f7-86b8-ba41c4e80ac9
Darsac;DAR;C;45.14211, 3.7365537;43259;87734673;0b86e437-0332-4ee1-a369-de75eca3c97e
Dax;DAX;A;43.720472, -1.050301;40088;87673202;a0004f4c-a857-4958-bb74-f7be29026b65
Decize;DZE;C;46.837362, 3.467274;58095;87696484;076b03f9-8bc9-4060-9826-422d49ff8626
Dégagnac;DEG;C;44.6534974, 1.3400861;46087;87613174;1fc5733b-55cf-4d03-9d74-ab3dfb8b4f71
Delle;DEL;C;47.50593, 7.00962;90033;87184440;0eaaf6d2-78a8-48f5-8bd7-9d53604cf32c
Deluz;DLZ;C;47.2925132, 6.199733;25197;87718429;67e9815a-2791-425f-ab2e-bc5928ace264
Denain;DEN;C;50.3345415, 3.388699;59172;87343459;31515b57-db48-4b9d-a4e1-102cdc2a8324
Dettwiller;DEE;B;48.7518969, 7.4652459;67089;87212183;8a1bceee-ae0d-443d-b3b1-2a28a018908b
Deuil - Montmagny;DEU;B;48.97589, 2.33785;95197;87276345;c7a3fb6c-9120-41fb-a27f-e79774de6f59
Deville;DVI;C;49.8796028, 4.7072062;08139;87172064;dce54e71-02f0-4cae-a66c-7ef5798ad041
Die;DIE;C;44.7582549, 5.3632053;26113;87761841;9d8eed1e-a84c-475d-bea8-b256a2f7a5a2
Diemeringen;DRI;B;48.9405, 7.18529;67095;87215665;6851d6aa-a6f9-4ef5-8792-4226e192659c
Dieppe;DEV;B;49.921788, 1.081133;76217;87415018;1cd03e69-02c1-41c3-8c0c-4eafb8010e45
Dieulouard;DID;B;48.843367, 6.071489;54157;87141812;2c5b5f2a-6220-45af-8024-d1a8a7366cba
Dieupentale;DIP;B;43.8654687, 1.2760011;82048;87611681;36e6efe3-9b59-46c8-82f0-455e17521b94
Digoin;DIG;C;46.4851604, 3.9876537;71176;87694695;5517a5e3-6da3-4655-b1a9-997fb09da7ea
Dijon;DJV;A;47.32337, 5.027208;21231;87713040;7be8e806-878f-4cd0-8a4b-0a068b85c474
Dijon Porte Neuve;DJP;B;47.322806, 5.054872;21231;87713008;41c91a81-a072-4fca-91da-c7ce03a1908f
Dinan;DIN;C;48.456764, -2.053542;22050;87478164;b5ea006b-6332-4051-b33f-16bed93973ce
Dingé;DNE;C;48.3507382, -1.6859729;35094;87478040;e733ae72-9fe9-48b4-8ae0-14d7dd4db218
Dirinon;DIR;C;48.3926343, -4.2855034;29140;87474015;01bb3cff-7d4a-4cd6-9c5c-cca8bc436743
Dissay;DIF;C;46.703544, 0.4210161;86095;87575191;551a3d76-a8cd-489b-820a-95066448a84c
Dives-sur-Mer - Cabourg;DVQ;C;49.2864776, -0.1074996;14225;87444414;82ce98ea-5aaf-4dab-93e4-9a2aab562347
Dives-sur-Mer Port Guillaume;DSU;C;49.2910882, -0.1008455;14225;87337378;59eb52c7-3cd7-4e6d-b8b9-2921016711e3
Dol-de-Bretagne;DOL;B;48.54425, -1.750536;35095;87478073;18046324-7a3f-4b47-9526-503c0ff397f2
Dole;DLE;B;47.096084, 5.488105;39198;87713412;12a49316-04e9-4d07-ae46-01860a452d73
Dombasle-sur-Meurthe;DBS;B;48.623275, 6.343478;54159;87141119;4d2ca924-5f9a-4a13-8add-93890371adfc
Domblans - Voiteur;DBV;C;46.7627809, 5.5977462;39199;87718213;e375e211-8464-4b6f-a6f7-27ef3e9875ad
Domfront-en-Champagne;DFO;C;48.1076766, 0.0262592;72119;87396200;5334d79c-ec07-4684-a7ea-f9b968daa59c
Dommartin - Lissieu;DLU;C;45.8397811, 4.7344831;69076;87721738;2ad15fdc-4848-40b4-80dd-22ef9995eeeb
Dommartin - Remiencourt;DMM;C;49.7996523, 2.3926625;80246;87316109;ede2b209-5c9a-4123-b22f-21ea91de0836
Domont;DMO;B;49.03268, 2.33746;95199;87276436;432bfeb1-c82a-4058-8568-63248c46d281
Dompierre Sept Fons;DOP;C;46.5263166, 3.6749309;03102;87696427;346a2f55-541e-40fe-8ffa-ead21962a787
Dompierre-sur-Helpe;DMR;C;50.146144, 3.871144;59177;87295774;0cb892ce-98d5-4a4e-a9a6-ba3586df70cf
Don - Sainghin;DON;B;50.55176, 2.91458;59524;87286435;89e48922-ce32-4be5-aba0-d58139c158f3
Donchery;DEY;C;49.6981267, 4.8747529;08142;87172239;b6d11b58-eb44-4c4d-8a41-26dca68d7757
Donges;DNG;C;47.3151, -2.07236;44052;87481721;79099d7b-75ea-4c13-addf-5d012f9b83ec
Donjeux;DNJ;C;48.3658544, 5.1482245;52175;87142273;fdfbcc30-23e0-4cc5-82db-8235446af81e
Donzère;DOE;C;44.4433646, 4.7046262;26116;87764290;de89f9fa-4f16-4c78-8215-270138c38f75
Dordives;DDI;C;48.1471796, 2.7628787;45127;87684233;b4108f4c-646c-4104-8e31-fba470aae368
Dorlisheim;DHM;C;48.5249915, 7.4930546;67101;87214338;e28d52cb-97c5-4a67-bb3c-5b3358126dc7
Dormans;DOR;B;49.0791611, 3.641709;51217;87171512;f6254d28-57ee-482a-a1e5-6ba89d671319
Douai;DOI;A;50.371677, 3.089986;59178;87345009;cee9c428-7a56-404b-a507-687c6664bab4
Dourdan;DHY;B;48.533466, 2.009643;91200;87545525;d2be30eb-ca80-4f40-8696-71a19d075813
Dourdan La Forêt;DAQ;B;48.535314, 1.994908;91200;87540179;7ad7ae80-e488-4e21-b431-31a6369bc48d
Dourges;DOU;B;50.43192, 2.98697;62274;87345165;67547f94-6c54-415e-a775-bedbab56a3c2
Drancy;DRN;B;48.93298, 2.45497;93029;87271403;035030ab-acd7-4cf3-9780-c5a4248ba826
Drap - Cantaron;DRA;C;43.7599599, 7.3168739;06031;87756775;ee8e3e8c-bbdc-439c-ab14-46312550941a
Drefféac;DRF;C;47.4817568, -2.0503661;44053;87476770;d41f2259-72f8-40cc-82e7-cbf89892fd8e
Dreuil-lès-Amiens;DAS;C;49.91444, 2.23091;80256;87316075;02d4c3e7-f6b6-4ba8-8877-a5a5738f6716
Dreux;DRX;B;48.7314561, 1.3701604;28134;87393488;067bb2b6-1c35-4634-87c4-f822f206e902
Drusenheim;DRS;B;48.7659128, 7.9478463;67106;87212357;f789b213-fb16-4ecf-ba1b-4643a80c49b4
Druye;DRY;C;47.3070191, 0.5354805;37099;87571612;d7f8b23f-7903-4d9a-9360-39f9df71debc
Dugny - La Courneuve T11;DLC;B;48.9439, 2.4115;93027;87697342;3235b1ff-6c0e-493c-aeef-92e06ae8d63c
Dunkerque;DKQ;A;51.03047, 2.368961;59183;87281006;e1819a86-2c92-45ab-8c0a-0ea6066ba80a
Duppigheim;DUP;C;48.5439674, 7.5868091;67108;87214536;268c286b-397d-4a3d-9277-f33ff7be29b3
Durtol - Nohanent;DUR;C;45.7947707, 3.048557;63141;87641449;8a13fcf2-262e-4068-ac15-505b8238069f
Duttlenheim;DTM;B;48.5453531, 7.5661529;67080;87214544;300ab9ec-5ed4-433d-89eb-8fa8af2d24b8
Ebblinghem;EBB;C;50.7306459, 2.409148;59184;87281469;06be4d11-1f63-4e8a-aa3a-954b2412cb47
Ebersheim;EBH;C;48.3099953, 7.494471;67115;87214106;a0d9828c-380a-4d46-a4ec-422935cb0f3d
Échirolles;EHR;B;45.153022, 5.718943;38151;87725895;202962c5-166f-4347-9027-ec18574504bc
École-Valentin;ECV;C;47.2749834, 5.9944745;25212;87710731;a2b5c07f-260e-4fe1-b858-659549b9bb9f
Écommoy;ECO;C;47.8246286, 0.2691867;72124;87396564;1d837d9b-8b7a-4f67-8c2e-cf233d74dda1
Écouen - Ézanville;ECZ;B;49.02273, 2.36325;95229;87276394;61f4ee83-0183-4178-8c0b-a04590ba4040
Ecully - Tassin;ECY;B;45.7657162, 4.7795238;69244;87721506;9554ce39-235d-429f-a269-05209c991a4c
Égletons;EGL;C;45.4023816, 2.0651243;19073;87594168;c94924cf-097f-4957-9cdb-147678394a14
Égly;ELY;B;48.582364, 2.222138;91207;87545475;e58224c0-653e-4751-a814-c70a5a5b2f8f
Éguzon-Chantôme;EGU;C;46.4397694, 1.5521707;36070;87597153;0ef002b5-7abf-4017-aaf7-941c5d1119e8
Eichhoffen;ECF;C;48.3824829, 7.4495524;67120;87214239;a7f1f0b9-14a5-4b48-9bf5-e27fb441674c
Einvaux;EIN;C;48.5034859, 6.3932959;54175;87141200;ccaab175-ec6e-447f-a59f-0d1240b26a75
Elbeuf - Saint-Aubin;ESA;B;49.302766, 1.00993;76561;87411173;45689281-13de-40e7-970b-fc3ffb5afdf5
Elne;ELN;C;42.5971138, 2.9635851;66065;87784207;f6c82780-206f-4a38-946e-28d21e37e43d
Éloyes;ELS;C;48.087067, 6.6001593;88158;87144436;d320fe25-d62f-434f-a61f-d7b0cab14b41
Embrun;EMB;B;44.567008, 6.496773;05046;87763466;6595dbb9-4ce8-48be-8471-04bb71582f46
Émerainville - Pontault-Combault;EMR;B;48.806034, 2.618004;77169;87116046;bdbf7164-f55b-4243-bd37-a6c2bef2c626
Enghien-les-Bains;ENK;B;48.97309, 2.30699;95210;87276022;17814661-08fb-4c17-8d6d-7c5b41d94034
Ennevelin;ENN;C;50.5492981, 3.1586612;59197;87287276;ce11baeb-6242-4b98-957d-a22aedad6b1c
Entraigues-sur-la-Sorgue;ENR;C;44.0054278, 4.9226971;84043;87765826;15bf7b75-5213-4a35-a276-6d94a819bc74
Entzheim Aéroport;ENZ;B;48.54699, 7.62794;67124;87214528;2e500c0d-7a48-452c-8753-efad7d204b23
Épanvilliers;EPI;C;46.2254951, 0.2357576;86029;87575357;3ccb2a97-1b78-49ed-8e99-9d661aa31404
Épernay;EPR;B;49.046289, 3.959798;51230;87171553;103a290f-5b3b-4776-9e07-c695f6314d70
Épernon;EPN;B;48.6052471, 1.6812578;28140;87394114;80f0b18a-7e1d-43b8-a257-7090c43c66f8
Epfig;EFG;C;48.3637643, 7.4504053;67125;87214221;5d0b6e29-4bb6-4676-9154-7c5543a0b0b3
Épierre - Saint-Léger;MEE;C;45.457027, 6.292521;73109;87741280;4b8add6e-ee93-43be-b585-e4782529917d
Épinal;ELP;B;48.178005, 6.441787;88160;87144006;350c9a45-bc6d-4770-8599-f1cff208c5c9
Épinay - Villetaneuse;EPV;B;48.95838, 2.32865;93031;87271122;0ac27581-65b6-41e4-ab47-11eb5972118e
Épinay - Villetaneuse T11;EPY;B;48.95832, 2.32855;93031;87697300;29c951b6-5d84-41b4-b531-ab7d3c901d7a
Épinay-sur-Orge;EYO;B;48.66952, 2.33182;91216;87545228;5707ccc9-dcff-45f9-b1de-74a188e8c351
Épinay-sur-Seine;EYS;B;48.9542084, 2.3026142;93031;87271148;f43a07d2-1ffd-40a6-8df1-73cecee32f10
Épinay-sur-Seine T11;EPS;B;48.9544, 2.30175;93031;87697292;c4f4a44e-b27b-4239-8fdf-5aab60040999
Épluches;EPL;C;49.0549329, 2.1225973;95572;87276147;b520ada0-2d44-4042-b1c5-47061831aa67
Épône - Mézières;EPO;B;48.9631225, 1.8085932;78217;87386763;21488352-a014-4019-bb26-2160f86d1478
Éragny - Neuville;ERA;B;49.01824, 2.09104;95218;87381418;cf46c3c6-2112-479f-a9e3-6f413f97672e
Erdre Active;ERD;C;47.282902, -1.544552;44035;87590356;33fa7ca1-2605-40df-9673-142cdd26ee9d
Ermont - Eaubonne;ERT;"B;B";48.98032, 2.27176;95219;"87276055;87534131";b75eb83a-5311-4588-aed6-72de16308e96
Ermont Halte;ERM;B;48.9898, 2.26323;95219;87276584;35cf28c9-54f1-46c8-b4e9-53b2389222ba
Erstein;EEN;B;48.4229857, 7.6387869;67130;87214148;f25faf29-34ab-46e0-9d41-a22d8360762e
Esbly;EYA;B;48.90314191, 2.81059946;77171;87116327;da849050-03d5-46e6-bc5c-a0004d2d796d
Escalquens;EQA;C;43.5170958, 1.5422774;31169;87611707;07544f00-09ef-4dd4-951c-939a8baf08e6
Escaudœuvres;EDV;C;50.1918249, 3.2754949;59206;87345496;41b48d80-4042-4e1b-ab7f-0efdca2603c1
Esches;ESC;C;49.2125205, 2.1708125;60218;87272096;ed236b91-c632-47b9-86e8-9fce7f0387c3
Esquelbecq;ESQ;B;50.8894369, 2.4121536;59210;87281113;4a756e4d-d163-4649-92ed-fffec6c7f778
Essonnes Robinson;ESO;B;48.606095, 2.463701;91174;87681601;043226ca-2379-488e-af1f-b35bfe11acff
Estrées-Saint-Denis;ESD;C;49.4382161, 2.642402;60223;87313387;32d2f5c8-3e44-4d04-98c4-e2409a4a51e2
Estressin;ESN;B;45.540285, 4.868273;38544;87722579;daf55c75-c9a3-42ca-96b7-ef29cf53e5c1
Esvres sur Indre;ESV;C;47.2841016, 0.7816519;37104;87571422;798e7991-4ee9-4fae-8de6-fc958e1235d6
Étain;ETM;B;49.2074907, 5.6398079;55181;87175794;9702fe92-6156-437f-b583-b6e2ad49ef95
Étainhus - Saint-Romain;EAH;C;49.5612151, 0.3310234;76250;87413328;0c01ab37-2701-4221-8985-f17ed58ad853
Étalans;EAS;C;47.155884, 6.2706173;25222;87718536;cbbae235-081e-4c6f-ba33-a8bead6dd1e9
Étampes;ETP;B;48.436661, 2.159468;91223;87545137;2edd42d0-9bbc-4312-996d-483964a95919
Étang-sur-Arroux;ETG;C;46.8679082, 4.1838415;71192;87694141;21e0cb67-20a7-4fb4-a50c-6ad6a8c37516
Étaples - Le Touquet;ETA;B;50.51686, 1.64231;62318;87317065;eb38b179-61d1-4e6e-ae8b-43cffa478bb0
Étigny - Véron;EYV;C;48.1386835, 3.2904186;89160;87683201;f4af8336-4231-4d75-b665-b957463b9ea9
Étival-Clairefontaine;ETL;C;48.3671987, 6.8769607;88165;87144642;8c6976d4-dc63-48e4-8317-a17162d5e64a
Étréchy;ETY;B;48.493727, 2.194323;91226;87545145;917c8021-2179-4c23-905a-caf82d5df807
Étriché - Châteauneuf;EEF;C;47.6567082, -0.4608993;49132;87484154;bec976df-ec72-414a-864e-afe16747bd39
Eu;EUW;C;50.0541988, 1.416837;76255;87317537;dfd4a88e-8ab4-4194-8bb6-26746b7d8024
Évian-les-Bains;EVI;B;46.397915, 6.577457;74119;87745679;7916204b-c7ce-48ef-8944-5ac2434e9f6f
Évreux Normandie;EVX;A;49.018748, 1.149629;27229;87387001;fdfce39d-4618-45bc-9d94-09d007ab7bb4
Évron;EVN;B;48.155501, -0.397338;53097;87478552;6467f60c-d546-4f0b-b268-bb2cea4e790d
Évry Val de Seine;EVR;B;48.63442, 2.45209;91228;87681361;b1ad1a66-bcc2-46e5-a3b7-7477052a596d
Évry-Courcouronnes;EVC;B;48.625507, 2.428581;91228;87681387;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af
Eymoutiers Vassivière;EYM;C;45.7397876, 1.7412237;87064;87592121;165d623d-ddca-40c5-a565-14b78458cb93
Èze;EZZ;B;43.7221842, 7.3568031;06059;87756387;4e31143b-7d07-4570-a290-f2658a837cc3
Farbus;FAU;C;50.357641, 2.8310408;62324;87342527;95a9488a-e67a-4fa9-b587-a001f267d050
Farébersviller;FBR;C;49.1181603, 6.8618926;57207;87193516;995c967b-ce56-4bbd-bec4-eebb2eb0f250
Faremoutiers - Pommeuse;FMP;B;48.808494, 2.993109;77371;87116277;e11ece39-dc66-467d-946f-2fb75422c4d4
Farschviller;FWR;C;49.0878773, 6.9080815;57208;87193524;3b014aeb-4f63-474f-948d-6160ac2bb7b2
Faubourg d'Orléans;FBL;B;47.3669948, 1.7403794;41194;87576173;545400d2-4fd9-4b0a-838b-1a13218d8a6f
Faulquemont;FAQ;B;49.0453391, 6.6039774;57209;87193359;1bffc342-9086-402d-9c87-398a522f8d76
Fécamp;FEC;B;49.759277, 0.375287;76259;87413542;5df815c4-d329-427a-922d-6210665806df
Fegersheim - Lipsheim;FHM;B;48.4905892, 7.6724806;67268;87212266;b7379b04-1364-4082-9822-d25529ac2499
Fellering;FRG;C;47.8975893, 6.9871347;68089;87182626;4c9d4755-0e6d-443f-b002-9235ace13490
Fépin;FEP;C;50.0234644, 4.7266156;08166;87172874;75808e5d-6598-4fcf-8899-ec90036a88a0
Ferrières - Fontenay;FFY;C;48.0964767, 2.7726332;45148;87684241;d02a5b74-e90c-437f-bb53-520cbba8db63
Feuquières - Broquiers;FBS;C;49.6545751, 1.8305169;60233;87313742;20d8e2bf-3884-4e82-a363-4930bec4529b
Feurs;FEU;B;45.744156, 4.230573;42094;87726877;9e5e1147-ee5e-4389-9343-a56359d41189
Feyzin;FEY;B;45.6658584, 4.8531349;69276;87722538;6a550661-deb4-496d-aea7-18d64b96c2fa
Figeac;FIG;B;44.603515, 2.037355;46102;87613091;fd3fba6b-6cf2-4ab8-af13-e226e3566637
Firminy;FNY;B;45.391625, 4.28643;42095;87726729;6f0359d6-5ba7-4a6b-96c1-8845054ccee2
Fismes;FIO;B;49.310665, 3.68213;51250;87171330;fc479a6d-d263-4986-89c5-ccd0ce9a7e0b
Flavy-le-Martel;FAM;C;49.7187375, 3.1905076;02315;87296871;18d65893-0426-4fcf-9ba1-2cb2913afd49
Flaxlanden;FXL;C;47.6986924, 7.3044703;68384;87181040;1b26f101-cea2-4d63-b0f9-85097113443c
Flers;FLS;B;48.744785, -0.573216;61169;87448001;91512d2d-0df1-4678-abcb-a8a1f04d7715
Fleurieux-sur-l'Arbresle;FSL;B;45.8449944, 4.6603815;69086;87721563;9f356cab-2b68-424d-8888-cd664c778c81
Fleurville - Pont-de-Vaux;FLV;C;46.4509279, 4.8840722;71591;87725663;7bc13f28-1dfd-4b3b-84ba-b9fccb2d8ebc
Flez-Cuzy - Tannay;FEZ;C;47.3630583, 3.6149926;58286;87696633;88c8eb9e-e4a6-489f-abd3-7b28024256c0
Foëcy;FCY;C;47.1756905, 2.1625062;18096;87576108;54bf92cc-a5c5-430b-8944-e68e9673b140
Foix;FXE;B;42.969746, 1.607147;09122;87611616;04e247a7-bdf2-4630-9e22-48ee9da725a1
Folligny;FOL;C;48.8299461, -1.4072231;50188;87447649;e81d9487-6272-4c5f-95ca-7996cbfb8d01
Fons - Saint-Mamert;FMS;C;43.9073195, 4.2066687;30112;87775379;4bf48c36-f714-4ed4-a06e-5cf93d0c9a85
Font-Romeu-Odeillo-Via;FRM;C;42.4912317, 2.0383917;66124;87784819;f3051e83-7ae0-448c-b6b0-d1d3b91e254a
Fontaine-le-Port;FPO;C;48.4871358, 2.7514043;77188;87682427;2bbfd6fb-7037-40fa-af5b-12217d04c02c
Fontainebleau - Avon;FON;B;48.416371, 2.72634;77014;87682211;aafe5e7d-56d2-440a-b0b4-da9a458dc8ec
Fontaines - Mercurey;FAE;C;46.8512109, 4.7750693;71202;87713586;71711c0b-24eb-4e3c-897f-4db8c198e1c8
Fontenay-le-Fleury;FAF;B;48.8074032, 2.0404603;78242;87393405;eedf4963-6764-4f7b-9b13-5b5d51c1a52c
Fontenoy-sur-Moselle;FBE;C;48.711721, 5.9803654;54202;87141051;993494b8-51fc-4a6e-ba56-c68cdf3210ff
Fontpédrouse;FTB;C;42.5138062, 2.1886585;66080;87784769;73100b78-bf14-48e0-a65c-039b475bc1d2
Forbach;FOB;B;49.1892278, 6.9013184;57227;87193003;b9a7eff9-18d9-4fe2-a83f-1111e229bd19
Formerie;FMR;C;49.6542178, 1.7229081;60245;87313833;901b21fb-793f-4d27-bfb7-d8a4fa2f45dd
Fors;FOW;C;46.2345203, -0.4069449;79125;87485326;5878375e-0301-44f5-a4f8-e3041e4df004
Fos-sur-Mer;FOS;C;43.428029, 4.974579;13077;87753442;b0d3b027-2f60-4155-921d-338380b6738b
Foucart - Alvimare;FTA;C;49.608289, 0.5969601;76279;87413377;d446aded-926d-4c49-8aa2-9e1ce36a7e13
Fouday;FDY;C;48.4248874, 7.1874246;67144;87214734;7f503fae-8f0c-40ac-ab20-6e72054df52b
Foug;FUG;C;48.6792561, 5.7912761;54205;87141036;9705c1eb-7709-486e-b356-78daaa3585ef
Fougeray - Langon;FGL;C;47.7297956, -1.8510921;35145;87471201;89900458-7525-4c29-87df-58c03115b0a8
Fougeré;FUE;C;46.6653044, -1.2319718;49143;87486316;4c51abb9-0d8d-4655-a987-8156e735f758
Fouilloy;FIY;C;49.7366368, 1.8260404;60248;87313841;187f0902-9805-4ea1-816a-5abb169981db
Fouquereuil;FQE;C;50.5255091, 2.6074449;62349;87342204;07a51922-e729-4798-ab92-14ec84c6023d
Fourchambault;FLT;C;47.0189684, 3.0873673;58117;87696229;5741e00c-19bc-422d-9a4a-0f827b10778f
Fourmies;FMI;B;50.01541, 4.05357;59249;87295048;45d112ea-4a52-450f-9598-d5cf3bdb070e
Fourqueux - Bel-Air;EBL;B;48.89494, 2.0705;78551;"87366922;87733675";bbf7096b-0ab3-4d88-bf25-002668c3e6d8
Fraisses - Unieux;FRU;C;45.3948228, 4.2610375;42099;87726737;8b3fc523-5b56-4d79-a761-cd6c28e9d3ce
Franchet d'Esperey;FRP;B;49.2425356, 4.013869;51454;87417444;843c57bd-aa04-4613-97e5-b0a5ce575474
Francheville;FRW;C;45.7336473, 4.7693729;69089;87722702;552349c4-62e4-46ed-8a6d-7e28288d1adc
Franconville - Le Plessis-Bouchard;FPB;B;48.99358, 2.23514;95252;87276071;a014b775-6578-4f33-aa08-0644f995a035
Franois;FOI;C;47.2273609, 5.937498;25258;87718304;e28a382d-1d6c-4cf7-8d4c-19de0a7f6969
Frasne;FRA;B;46.857596, 6.157767;25259;87715136;6b6ba9f2-ee14-4419-b609-faa030a05618
Freinville Sevran;FSV;B;48.926637, 2.519019;93071;87113894;228e0b96-2720-4026-bc7c-bad3d9539d7e
Fréjus;FRJ;B;43.432032, 6.732941;83061;87757500;43c1df78-e62f-4b4b-89b3-689531933c59
Frénouville - Cagny;FVL;C;49.1411192, -0.2603256;14287;87444182;d62f22d8-7bbd-4127-9b90-1b4225aab6bb
Frépillon;FPN;B;49.0462, 2.19717;95256;87276659;86cf93bf-a8ed-4cd0-ac5b-ba8d8c0e2835
Fresnoy-le-Grand;FEG;C;49.9501964, 3.43268;02334;87296293;714e3212-d621-4530-a1f8-2e44980c29c5
Fréteval - Morée;FRE;C;47.8919172, 1.211813;41095;87574533;e438d866-5bdb-4f92-9adf-409594f59628
Fretin;FRI;C;50.5599254, 3.1495133;59256;87286641;e6089255-6e0e-463b-9994-080e646c2eb0
Frévin-Capelle;FVK;C;50.3473177, 2.6338262;62363;87342212;99b3f135-eb0f-4a2c-bdf7-ce1ac035f891
Fromental;FRO;C;46.1715646, 1.4324317;87068;87592360;9fdf2e59-9415-44d4-8625-8a94ffea3343
Froncles Buxières;FCB;C;48.29674, 5.14156;52211;87142240;8bc82a71-2f98-4af1-a6ce-b04bb1cef253
Frontenex;TFF;C;45.6305461, 6.3140556;73121;87741629;0dfd9a78-604b-4845-aeb0-19fa4cedf4dc
Frontignan;FRN;B;43.444934, 3.758689;34108;87773556;76c0bb1a-a11a-4ae0-97f7-e5183ccff9d4
Frouard;FRD;C;48.75545, 6.14411;54215;87141077;8926cdf6-1bc0-4547-a590-80dcbd6533ce
Frynaudour;FYD;C;48.7275919, -3.1284527;22233;87473876;eaedcf2a-cff4-4f52-9227-a6bb34b0ff68
Fumay;FUY;C;49.986048, 4.6926;08185;87172098;5ec44c0b-51c8-4cc3-acba-2886f06055a6
Futuroscope;FTU;B;46.669918, 0.377209;86062;87324095;5524b91c-77ec-4b4a-b821-1bccec54446a
Gadagne;GDA;C;43.9296817, 4.9568087;84036;87765446;465dac51-03a5-4424-97b3-35f39cc9f7f9
Gagny;GNQ;B;48.883125, 2.527106;93032;87113514;a9c6b85e-6fc2-440c-a69f-a4165179253e
Gaillac;GAI;B;43.905969, 1.894855;81099;87615252;d68b2f2e-a937-451b-a9cd-08186bd8872a
Gaillon - Aubevoye;GAA;B;49.174626, 1.352461;27022;87415620;cb99ee57-ef78-4b99-8c4e-37e8868d013b
Gallargues-le-Montueux;GGE;C;43.716229, 4.1715027;30123;87775130;459264a0-c0dd-4f59-8967-2230ed0949d3
